id,age,gender,nationality,device,colour,number,animal,userid,lastletter,firstletter,session
394,65,m,au,pc,purple,33,d,65maupcpurple33dnb,n,b,
395,19,m,au,pc,silver,82,d,19maupcsilver82dEC,E,C,
396,55,m,au,laptop,blue,56,d,55maulaptopblue56dnp,n,p,
397,60,f,au,pc,green,6,b,60faupcgreen6bdc,d,c,
398,69,m,au,pc,plum,12,d,69maupcplum12dna,n,a,
399,34,f,au,laptop,blue,23,d,34faulaptopblue23drp,r,p,
400,84,m,au,laptop,azure,81,c,84maulaptopazure81cnm,n,m,
401,41,m,au,pc,blue,4,d,41maupcblue4dkp,k,p,
402,65,f,au,ipad,green,42,b,65fauipadgreen42bNS,N,S,
403,62,f,au,ipad,orange,45,d,62fauipadorange45dKF,K,F,
404,19,f,au,laptop,blue,11,b,19faulaptopblue11bhs,h,s,
405,68,f,au,pc,fuchsia,11,d,68faupcfuchsia11dya,y,a,
406,63,m,au,laptop,blue,48,n,63maulaptopblue48nwr,w,r,
407,64,m,au,pc,yellow,7,c,64maupcyellow7css,s,s,
408,57,m,eu,pc,green,15,n,57meupcgreen15nNc,N,c,
409,69,f,au,iphone,blue,7,d,69fauiphoneblue7dNC,N,C,
410,57,m,au,pc,cyan,7,d,57maupccyan7dNT,N,T,
411,69,f,au,pc,green,77,b,69faupcgreen77bes,e,s,
412,39,m,au,laptop,teal,4,c,39maulaptopteal4cep,e,p,
413,51,f,au,pc,teal,42,d,51faupcteal42ds l,s, l,
414,59,m,au,laptop,yellow,69,d,59maulaptopyellow69dlb,l,b,
415,54,f,au,laptop,black,5,d,54faulaptopblack5dTP,T,P,
416,64,f,au,laptop,purple,56,d,64faulaptoppurple56dhc,h,c,
417,53,m,oc,laptop,green,61,n,53moclaptopgreen61nnf,n,f,
418,58,f,au,pc,green,8,d,58faupcgreen8dvp,v,p,
419,53,f,eu,laptop,purple,3,n,53feulaptoppurple3nci,c,i,
420,63,f,au,galaxy,yellow,5,c,63faugalaxyyellow5cEB,E,B,
421,57,f,au,pc,green,7,b,57faupcgreen7bdp,d,p,
422,57,m,au,laptop,blue,16,d,57maulaptopblue16dhi,h,i,
423,56,f,au,pc,teal,7,b,56faupcteal7byc,y,c,
424,62,m,au,laptop,blue,23,d,62maulaptopblue23dne,n,e,
425,54,f,au,ipad,blue,27,d,54fauipadblue27dDW,D,W,
426,71,f,au,galaxy,blue,71,d,71faugalaxyblue71dTB,T,B,
427,31,f,au,laptop,yellow,25,b,31faulaptopyellow25bDC,D,C,
428,62,f,au,laptop,green,27,c,62faulaptopgreen27crc,r,c,
429,52,m,na,laptop,pnts,11,c,52mnalaptoppnts11cbq,b,q,
430,60,f,au,laptop,teal,31,d,60faulaptopteal31drb,r,b,
431,64,f,au,ipad,blue,99,c,64fauipadblue99cDL,D,L,
432,66,f,au,laptop,purple,21,b,66faulaptoppurple21bJF,J,F,
433,79,f,au,galaxy,green,8,c,79faugalaxygreen8cGE,G,E,
434,80,f,au,laptop,teal,80,b,80faulaptopteal80bLf,L,f,
435,79,f,eu,galaxy,green,8,c,79feugalaxygreen8cGE,G,E,
436,66,m,au,laptop,pnts,1,b,66maulaptoppnts1bep,e,p,
437,63,m,au,pc,blue,63,d,63maupcblue63dya,y,a,
438,58,m,au,laptop,azure,80,c,58maulaptopazure80coc,o,c,
439,61,m,au,laptop,blue,73,d,61maulaptopblue73dki,k,i,
440,62,f,au,pc,blue,5,d,62faupcblue5dnc,n,c,
441,67,f,au,pc,aqua,64,d,67faupcaqua64dTl,T,l,
442,62,f,au,ipad,green,3,b,62fauipadgreen3bGC,G,C,
443,57,f,na,laptop,red,19,b,57fnalaptopred19bxm,x,m,
444,62,f,au,laptop,blue,13,d,62faulaptopblue13dNP,N,P,
445,77,m,au,pc,green,52,d,77maupcgreen52dLC,L,C,
446,47,f,au,iphone,blue,6,c,47fauiphoneblue6cNC,N,C,
447,53,f,au,pc,green,42,b,53faupcgreen42bfp,f,p,
448,60,m,au,pc,black,69,c,60maupcblack69cSC,S,C,
449,50,m,au,laptop,blue,1,d,50maulaptopblue1dsa,s,a,
450,60,f,au,laptop,yellow,60,d,60faulaptopyellow60drc,r,c,
451,51,m,au,laptop,blue,5,c,51maulaptopblue5chc,h,c,
452,69,f,au,ipad,purple,26,c,69fauipadpurple26cNP,N,P,
453,60,f,nz,pc,purple,14,b,60fnzpcpurple14bDP,D,P,
454,68,f,au,pc,blue,13,d,68faupcblue13dss,s,s,
455,63,m,au,pc,blue,8,d,63maupcblue8dNS,N,S,
456,62,m,au,pc,crimson,69,d,62maupccrimson69dsi,s,i,
457,67,f,eu,iphone,green,13,c,67feuiphonegreen13cNH,N,H,
458,73,m,au,ipad,red,15,d,73mauipadred15dEV,E,V,
459,57,m,au,laptop,blue,77,d,57maulaptopblue77dnB,n,B,
460,29,f,au,pc,coral,6,c,29faupccoral6cpc,p,c,
461,55,f,au,laptop,aqua,4,d,55faulaptopaqua4dNO,N,O,
462,18,m,au,laptop,pnts,7,b,18maulaptoppnts7bTL,T,L,
463,55,f,au,laptop,aqua,4,d,55faulaptopaqua4dNO,N,O,
464,56,m,au,laptop,blue,5,d,56maulaptopblue5dnl,n,l,
465,62,m,au,laptop,green,9,b,62maulaptopgreen9bss,s,s,
466,56,m,au,laptop,blue,5,d,56maulaptopblue5dnl,n,l,
467,55,f,au,pnts,black,25,d,55faupntsblack25dyc,y,c,
468,53,m,au,laptop,green,8,d,53maulaptopgreen8dnm,n,m,
469,53,f,au,pc,purple,9,c,53faupcpurple9cST,S,T,
470,73,m,au,pc,green,7,d,73maupcgreen7dnc,n,c,
471,77,f,eu,laptop,red,12,b,77feulaptopred12bsm,s,m,
472,72,m,au,laptop,navy,47,d,72maulaptopnavy47drf,r,f,
473,69,m,eu,pc,yellow,3,n,69meupcyellow3nRS,R,S,
474,53,f,au,pc,fuchsia,13,c,53faupcfuchsia13cip,i,p,
475,66,f,au,galaxy,blue,33,d,66faugalaxyblue33dTC,T,C,
476,55,pnts,au,pnts,blue,1,b,55pntsaupntsblue1bCP,C,P,
477,50,m,au,pc,black,27,d,50maupcblack27dgg,g,g,
478,60,m,eu,laptop,red,3,d,60meulaptopred3dTH,T,H,
479,58,f,au,laptop,red,13,b,58faulaptopred13bym,y,m,
480,63,f,au,galaxy,red,13,d,63faugalaxyred13dES,E,S,
481,67,m,au,pc,blue,12,b,67maupcblue12byc,y,c,
482,68,f,au,pc,teal,7,d,68faupcteal7dTs,T,s,
483,70,m,au,laptop,blue,21,b,70maulaptopblue21bmm,m,m,
484,59,m,au,ipad,blue,57,b,59mauipadblue57bGI,G,I,
485,67,f,eu,ipad,aqua,72,c,67feuipadaqua72cNC,N,C,
486,19,m,au,pc,orange,27,d,19maupcorange27dAW,A,W,
487,62,f,au,otherphone,yellow,5,d,62fauotherphoneyellow5dHP,H,P,
488,75,m,au,pc,blue,11,d,75maupcblue11dBC,B,C,
489,29,f,au,pc,purple,7,d,29faupcpurple7dRP,R,P,
490,64,m,au,pc,pea,6,d,64maupcpea6dkp,k,p,
491,82,f,au,laptop,green,25,c,82faulaptopgreen25cnf,n,f,
492,64,m,au,laptop,blue,42,d,64maulaptopblue42deb,e,b,
493,48,m,au,pc,purple,72,b,48maupcpurple72bNB,N,B,
494,69,m,au,laptop,azure,17,c,69maulaptopazure17csc,s,c,
495,64,m,au,laptop,maroon,7,d,64maulaptopmaroon7dcr,c,r,
496,55,f,au,ipad,teal,13,c,55fauipadteal13cHC,H,C,
497,76,m,au,ipad,maroon,43,d,76mauipadmaroon43dhs,h,s,
498,74,f,au,ipad,green,44,c,74fauipadgreen44cSW,S,W,
499,51,f,au,laptop,blue,3,d,51faulaptopblue3dwp,w,p,
500,65,m,nz,laptop,green,69,d,65mnzlaptopgreen69del,e,l,
501,75,m,au,pc,green,7,d,75maupcgreen7dnb,n,b,
502,76,m,au,pc,charcoal,77,d,76maupccharcoal77dyi,y,i,
503,67,f,au,laptop,orange,5,d,67faulaptoporange5dnc,n,c,
504,44,f,au,laptop,ivory,1,c,44faulaptopivory1cNB,N,B,
505,70,f,au,pc,blue,13,d,70faupcblue13dsf,s,f,
506,72,f,au,pc,teal,3,d,72faupcteal3dRG,R,G,
507,59,f,au,pc,pea,59,c,59faupcpea59cys,y,s,
508,72,m,au,pc,maroon,9,d,72maupcmaroon9dfs,f,s,
509,75,m,au,pc,azure,11,c,75maupcazure11cnv,n,v,
510,71,m,eu,pc,silver,71,c,71meupcsilver71csi,s,i,
511,52,f,au,ipad,blue,27,d,52fauipadblue27dDW,D,W,
512,70,m,au,laptop,red,69,b,70maulaptopred69bTS,T,S,
513,68,f,au,pc,teal,7,d,68faupcteal7dts,t,s,
514,58,m,au,pc,brown,7,d,58maupcbrown7dmp,m,p,
515,55,m,au,laptop,black,1,d,55maulaptopblack1dds,d,s,
516,54,m,au,pc,maroon,17,d,54maupcmaroon17dYC,Y,C,
517,62,m,au,pc,blue,20,d,62maupcblue20drc,r,c,
518,59,m,eu,pc,blue,11,d,59meupcblue11dnm,n,m,
519,74,f,au,ipad,green,7,d,74fauipadgreen7dSG,S,G,
520,66,m,au,laptop,blue,42,c,66maulaptopblue42csm,s,m,
521,59,m,au,laptop,blue,27,c,59maulaptopblue27csb,s,b,
522,64,m,au,pc,yellow,5,b,64maupcyellow5bds,d,s,
523,80,m,au,pc,green,80,n,80maupcgreen80nRA,R,A,
524,62,m,au,pnts,blue,57,d,62maupntsblue57ddc,d,c,
525,56,m,au,laptop,blue,28,b,56maulaptopblue28bec,e,c,
526,71,m,au,pc,blue,16,d,71maupcblue16dnf,n,f,
527,60,f,nz,iphone,red,9,d,60fnziphonered9dNA,N,A,
