id,age,gender,nationality,device,colour,number,animal,userid,lastletter,firstletter,session
1447,26,m,au,pc,,0,,26maupc7687,,,
1448,38,m,au,iphone,,0,,38mauiphone1929,,,
1449,20,m,au,galaxy,,0,,20maugalaxy1611,,,
1450,25,f,na,galaxy,,0,,25fnagalaxy2206,,,
1451,19,m,au,galaxy,,0,,19maugalaxy7292,,,
1452,25,f,au,galaxy,,0,,25faugalaxy2490,,,
1453,20,f,au,laptop,,0,,20faulaptop3600,,,
1454,26,m,au,pc,,0,,26maupc8407,,,
1455,26,m,eu,iphone,,0,,26meuiphone8414,,,
1456,25,m,au,laptop,,0,,25maulaptop1657,,,
1457,19,m,au,iphone,,0,,19mauiphone684,,,
1458,23,m,au,galaxy,,0,,23maugalaxy7676,,,
1459,25,m,au,pc,,0,,25maupc2124,,,
1460,32,f,au,galaxy,,0,,32faugalaxy8154,,,
1461,25,m,au,pc,,0,,25maupc8446,,,
1462,36,m,eu,pc,,0,,36meupc155,,,
1463,19,m,au,iphone,,0,,19mauiphone9573,,,
1464,40,m,au,iphone,,0,,40mauiphone8503,,,
1465,19,m,au,iphone,,0,,19mauiphone6943,,,
1466,40,m,au,iphone,,0,,40mauiphone4096,,,
1467,19,f,au,iphone,,0,,19fauiphone4911,,,
1468,25,m,au,pc,,0,,25maupc9053,,,
1469,19,m,au,iphone,,0,,19mauiphone8120,,,
1470,33,f,au,laptop,,0,,33faulaptop353,,,
1471,31,m,au,laptop,,0,,31maulaptop3979,,,
1472,22,f,au,ipad,,0,,22fauipad5971,,,
1473,33,f,au,pc,,0,,33faupc6538,,,
1474,38,m,au,otherphone,,0,,38mauotherphone3108,,,
1475,31,f,au,iphone,,0,,31fauiphone7511,,,
1476,26,f,au,iphone,,0,,26fauiphone2156,,,
1477,31,m,au,laptop,,0,,31maulaptop3232,,,
1478,23,m,au,iphone,,0,,23mauiphone3498,,,
1479,34,m,au,pc,,0,,34maupc5443,,,
1480,21,m,nz,pc,,0,,21mnzpc1833,,,
1481,18,m,au,otherphone,,0,,18mauotherphone2355,,,
1482,18,m,au,iphone,,0,,18mauiphone4879,,,
1483,20,m,au,galaxy,,0,,20maugalaxy2303,,,
1484,40,f,au,iphone,,0,,40fauiphone7231,,,
1485,18,f,au,iphone,,0,,18fauiphone3566,,,
1486,20,f,au,iphone,,0,,20fauiphone7139,,,
1487,20,f,au,iphone,,0,,20fauiphone3879,,,
1488,20,f,au,iphone,,0,,20fauiphone4896,,,
1489,19,m,au,galaxy,,0,,19maugalaxy4187,,,
1490,19,f,au,galaxy,,0,,19faugalaxy8363,,,
1491,18,m,au,pc,,0,,18maupc6448,,,
1492,18,m,au,pc,,0,,18maupc6108,,,
1493,19,f,au,iphone,,0,,19fauiphone8373,,,
1494,18,f,au,iphone,,0,,18fauiphone823,,,
1495,18,m,au,iphone,,0,,18mauiphone1445,,,
1496,19,m,eu,galaxy,,0,,19meugalaxy8904,,,
1497,21,m,as,iphone,,0,,21masiphone5433,,,
1498,21,m,as,ipad,,0,,21masipad5302,,,
1499,19,m,au,iphone,,0,,19mauiphone5904,,,
1500,25,m,au,iphone,,0,,25mauiphone8904,,,
1501,20,m,nz,galaxy,,0,,20mnzgalaxy3630,,,
1502,22,f,au,galaxy,,0,,22faugalaxy8727,,,
1503,18,m,au,otherphone,,0,,18mauotherphone6136,,,
1504,51,f,au,ipad,,0,,51fauipad8439,,,
1505,20,m,au,iphone,,0,,20mauiphone3033,,,
1506,21,m,au,iphone,,0,,21mauiphone430,,,
1507,18,m,au,galaxy,,0,,18maugalaxy7615,,,
1508,25,f,au,ipad,,0,,25fauipad4044,,,
1509,18,f,au,iphone,,0,,18fauiphone6526,,,
1510,24,m,au,galaxy,,0,,24maugalaxy1815,,,
1511,50,m,au,pc,,0,,50maupc985,,,
1512,19,m,au,laptop,,0,,19maulaptop6053,,,
1513,22,f,au,iphone,,0,,22fauiphone8464,,,
1514,18,f,au,iphone,,0,,18fauiphone1684,,,
1515,22,m,au,pc,,0,,22maupc7743,,,
1516,18,f,au,iphone,,0,,18fauiphone3670,,,
1517,20,m,au,iphone,,0,,20mauiphone4101,,,
1518,21,m,au,iphone,,0,,21mauiphone3200,,,
1519,17,f,au,iphone,,0,,17fauiphone1887,,,
1520,23,m,au,laptop,,0,,23maulaptop5078,,,
1521,45,f,af,laptop,,0,,45faflaptop5936,,,
1522,19,f,au,iphone,,0,,19fauiphone3546,,,
1523,49,m,ca,otherphone,,0,,49mcaotherphone164,,,
1524,14,m,au,iphone,,0,,14mauiphone5989,,,
1525,21,m,au,pixel,,0,,21maupixel2027,,,
1526,25,m,as,iphone,,0,,25masiphone3970,,,
1527,20,f,au,galaxy,,0,,20faugalaxy9855,,,
1528,20,f,au,iphone,,0,,20fauiphone4709,,,
1529,21,m,au,iphone,,0,,21mauiphone9779,,,
1530,19,f,au,iphone,,0,,19fauiphone6540,,,
1531,20,m,au,iphone,,0,,20mauiphone6697,,,
1532,23,m,au,pc,,0,,23maupc1790,,,
1533,20,m,au,iphone,,0,,20mauiphone3248,,,
1534,20,m,au,iphone,,0,,20mauiphone7398,,,
1535,21,o,au,otherphone,,0,,21oauotherphone5185,,,
1536,31,m,au,laptop,,0,,31maulaptop9560,,,
1537,21,f,au,galaxy,,0,,21faugalaxy885,,,
1538,22,f,au,laptop,,0,,22faulaptop162,,,
1539,21,m,au,laptop,,0,,21maulaptop3538,,,
1540,18,m,au,iphone,,0,,18mauiphone7570,,,
1541,22,m,au,laptop,,0,,22maulaptop8501,,,
1542,21,f,au,galaxy,,0,,21faugalaxy771,,,
1543,20,m,au,iphone,,0,,20mauiphone6065,,,
1544,24,m,au,iphone,,0,,24mauiphone1938,,,
1545,21,f,au,iphone,,0,,21fauiphone5738,,,
1546,20,f,au,iphone,,0,,20fauiphone2007,,,
1547,19,m,au,iphone,,0,,19mauiphone3530,,,
1548,19,m,au,iphone,,0,,19mauiphone1591,,,
1549,18,m,au,iphone,,0,,18mauiphone1267,,,
1550,19,m,au,iphone,,0,,19mauiphone9807,,,
1551,20,o,au,iphone,,0,,20oauiphone1932,,,
1552,18,f,au,iphone,,0,,18fauiphone2983,,,
1553,18,f,au,laptop,,0,,18faulaptop1619,,,
1554,16,f,au,iphone,,0,,16fauiphone7307,,,
1555,18,m,au,iphone,,0,,18mauiphone6756,,,
1556,19,f,au,laptop,,0,,19faulaptop962,,,
1557,18,m,au,iphone,,0,,18mauiphone1826,,,
1558,19,f,au,iphone,,0,,19fauiphone247,,,
1559,15,f,au,iphone,,0,,15fauiphone9476,,,
1560,21,f,au,galaxy,,0,,21faugalaxy5644,,,
1561,22,f,au,iphone,,0,,22fauiphone9470,,,
1562,23,f,as,iphone,,0,,23fasiphone7808,,,
1563,20,f,au,iphone,,0,,20fauiphone1618,,,
1564,24,m,au,laptop,,0,,24maulaptop5068,,,
1565,18,f,au,iphone,,0,,18fauiphone8737,,,
1566,18,f,au,iphone,,0,,18fauiphone8783,,,
1567,19,f,au,iphone,,0,,19fauiphone6526,,,
1568,18,m,au,iphone,,0,,18mauiphone3828,,,
1569,90,o,me,pc,,0,,90omepc5280,,,
1570,20,m,au,galaxy,,0,,20maugalaxy8426,,,
1571,18,f,au,galaxy,,0,,18faugalaxy2011,,,
1572,18,m,au,laptop,,0,,18maulaptop2564,,,
1573,21,f,au,iphone,,0,,21fauiphone2559,,,
1574,18,m,au,otherphone,,0,,18mauotherphone2760,,,
1575,25,m,au,iphone,,0,,25mauiphone7973,,,
1576,18,f,au,laptop,,0,,18faulaptop549,,,
1577,21,f,au,iphone,,0,,21fauiphone7225,,,
1578,18,f,au,laptop,,0,,18faulaptop9734,,,
1579,21,f,au,iphone,,0,,21fauiphone3855,,,
1580,18,m,au,iphone,,0,,18mauiphone6940,,,
1581,23,f,au,pnts,,0,,23faupnts4144,,,
1582,20,m,au,iphone,,0,,20mauiphone9146,,,
1583,24,f,eu,iphone,,0,,24feuiphone1477,,,
1584,22,f,au,iphone,,0,,22fauiphone9773,,,
1585,21,m,au,ipad,,0,,21mauipad8833,,,
1586,18,f,af,iphone,,0,,18fafiphone1086,,,
1587,19,m,au,iphone,,0,,19mauiphone1811,,,
1588,23,f,au,pnts,,0,,23faupnts5469,,,
1589,24,m,au,galaxy,,0,,24maugalaxy6230,,,
1590,20,f,as,iphone,,0,,20fasiphone7900,,,
1591,19,m,au,iphone,,0,,19mauiphone6158,,,
1592,19,m,au,iphone,,0,,19mauiphone3239,,,
1593,23,f,au,galaxy,,0,,23faugalaxy408,,,
1594,21,f,au,iphone,,0,,21fauiphone9017,,,
1595,19,m,au,pixel,,0,,19maupixel7711,,,
1596,20,pnts,au,iphone,,0,,20pntsauiphone9215,,,
1597,21,f,au,iphone,,0,,21fauiphone3373,,,
1598,21,f,au,iphone,,0,,21fauiphone9294,,,
1599,20,f,nz,iphone,,0,,20fnziphone7877,,,
1600,18,m,au,iphone,,0,,18mauiphone184,,,
1601,25,f,au,iphone,,0,,25fauiphone7563,,,
1602,18,f,au,iphone,,0,,18fauiphone16,,,
1603,18,m,au,iphone,,0,,18mauiphone6733,,,
1604,24,f,au,otherphone,,0,,24fauotherphone6479,,,
1605,19,f,au,iphone,,0,,19fauiphone20,,,
1606,24,f,na,galaxy,,0,,24fnagalaxy5492,,,
1607,16,pnts,au,iphone,,0,,16pntsauiphone8468,,,
1608,19,o,au,otherphone,,0,,19oauotherphone9625,,,
1609,18,m,au,otherphone,,0,,18mauotherphone2231,,,
1610,19,f,au,galaxy,,0,,19faugalaxy5285,,,
1611,18,m,au,iphone,,0,,18mauiphone2652,,,
1612,33,f,au,pc,,0,,33faupc1989,,,
1613,33,f,au,pc,,0,,33faupc8646,,,
1614,18,m,au,iphone,,0,,18mauiphone6731,,,
1615,23,f,au,iphone,,0,,23fauiphone4245,,,
1616,23,m,au,pixel,,0,,23maupixel4257,,,
1617,18,m,au,galaxy,,0,,18maugalaxy6256,,,
1618,18,f,au,iphone,,0,,18fauiphone7710,,,
1619,33,f,au,pc,,0,,33faupc2702,,,
1620,18,m,au,galaxy,,0,,18maugalaxy6528,,,
1621,18,f,au,iphone,,0,,18fauiphone2527,,,
1622,17,m,au,iphone,,0,,17mauiphone2823,,,
1623,20,m,au,pc,,0,,20maupc4822,,,
1624,20,m,eu,galaxy,,0,,20meugalaxy8550,,,
1625,25,f,au,iphone,,0,,25fauiphone4169,,,
1626,23,m,au,iphone,,0,,23mauiphone7403,,,
1627,19,m,au,iphone,,0,,19mauiphone7266,,,
1628,19,m,au,galaxy,,0,,19maugalaxy4733,,,
1629,21,m,au,pc,,0,,21maupc1393,,,
1630,25,f,au,iphone,,0,,25fauiphone5522,,,
1631,19,f,au,galaxy,,0,,19faugalaxy9068,,,
1632,18,f,au,iphone,,0,,18fauiphone489,,,
1633,20,f,au,laptop,,0,,20faulaptop5268,,,
1634,21,f,au,iphone,,0,,21fauiphone5677,,,
1635,25,m,au,galaxy,,0,,25maugalaxy4171,,,
1636,25,m,au,otherphone,,0,,25mauotherphone5125,,,
1637,22,m,as,iphone,,0,,22masiphone7121,,,
1638,60,m,au,pc,,0,,60maupc6318,,,
1639,18,f,au,iphone,,0,,18fauiphone203,,,
1640,22,m,au,laptop,,0,,22maulaptop5210,,,
1641,21,f,au,iphone,,0,,21fauiphone3735,,,
1642,21,m,au,laptop,,0,,21maulaptop6746,,,
1643,22,m,au,galaxy,,0,,22maugalaxy8259,,,
1644,19,f,au,iphone,,0,,19fauiphone9470,,,
1645,23,m,au,galaxy,,0,,23maugalaxy7581,,,
1646,18,f,au,iphone,,0,,18fauiphone3894,,,
1647,24,m,au,galaxy,,0,,24maugalaxy7363,,,
1648,20,m,au,galaxy,,0,,20maugalaxy2000,,,
1649,22,m,au,laptop,,0,,22maulaptop7317,,,
1650,22,f,au,otherphone,,0,,22fauotherphone3519,,,
1651,18,m,au,otherphone,,0,,18mauotherphone2261,,,
1652,20,f,au,otherphone,,0,,20fauotherphone242,,,
1653,19,m,au,iphone,,0,,19mauiphone1774,,,
1654,20,f,nz,surface,,0,,20fnzsurface9081,,,
1655,19,m,au,laptop,,0,,19maulaptop4128,,,
1656,49,f,au,iphone,,0,,49fauiphone240,,,
1657,49,f,au,iphone,,0,,49fauiphone4744,,,
1658,20,f,au,galaxy,,0,,20faugalaxy6841,,,
1659,23,m,as,iphone,,0,,23masiphone1986,,,
1660,23,f,au,galaxy,,0,,23faugalaxy8189,,,
1661,18,f,au,iphone,,0,,18fauiphone6842,,,
1662,20,f,au,iphone,,0,,20fauiphone1129,,,
1663,19,m,au,otherphone,,0,,19mauotherphone1387,,,
1664,21,m,na,iphone,,0,,21mnaiphone8665,,,
1665,23,f,au,galaxy,,0,,23faugalaxy9204,,,
1666,19,m,au,iphone,,0,,19mauiphone4833,,,
1667,22,m,au,otherphone,,0,,22mauotherphone5360,,,
1668,18,f,au,iphone,,0,,18fauiphone2887,,,
1669,16,m,au,ipad,,0,,16mauipad109,,,
1670,20,f,au,iphone,,0,,20fauiphone9084,,,
1671,25,f,au,otherphone,,0,,25fauotherphone2254,,,
1672,24,f,au,iphone,,0,,24fauiphone6779,,,
1673,18,f,au,iphone,,0,,18fauiphone3383,,,
1674,23,m,au,galaxy,,0,,23maugalaxy2381,,,
1675,24,f,au,iphone,,0,,24fauiphone1097,,,
1676,20,f,au,otherphone,,0,,20fauotherphone6376,,,
1677,19,f,au,iphone,,0,,19fauiphone771,,,
1678,19,f,au,iphone,,0,,19fauiphone1019,,,
1679,21,m,au,iphone,,0,,21mauiphone8008,,,
1680,20,f,au,laptop,,0,,20faulaptop3115,,,
1681,18,m,au,iphone,,0,,18mauiphone9417,,,
1682,20,f,au,iphone,,0,,20fauiphone6912,,,
1683,24,f,au,laptop,,0,,24faulaptop3505,,,
1684,25,f,au,iphone,,0,,25fauiphone6684,,,
1685,24,f,au,laptop,,0,,24faulaptop8813,,,
1686,19,f,au,iphone,,0,,19fauiphone136,,,
1687,23,m,au,iphone,,0,,23mauiphone118,,,
1688,21,m,au,iphone,,0,,21mauiphone7064,,,
1689,63,m,au,iphone,,0,,63mauiphone8944,,,
1690,20,f,au,iphone,,0,,20fauiphone6511,,,
1691,19,f,au,iphone,,0,,19fauiphone6049,,,
1692,18,f,au,otherphone,,0,,18fauotherphone7879,,,
1693,24,f,au,galaxy,,0,,24faugalaxy5562,,,
1694,21,m,au,iphone,,0,,21mauiphone9153,,,
1695,22,m,au,galaxy,,0,,22maugalaxy7077,,,
1696,23,f,au,galaxy,,0,,23faugalaxy9575,,,
1697,19,m,as,galaxy,,0,,19masgalaxy5917,,,
1698,24,m,au,iphone,,0,,24mauiphone473,,,
1699,24,f,au,iphone,,0,,24fauiphone6355,,,
1700,24,f,au,pixel,,0,,24faupixel3367,,,
1701,24,f,au,pixel,,0,,24faupixel8562,,,
1702,21,f,au,otherphone,,0,,21fauotherphone1542,,,
1703,19,f,au,iphone,,0,,19fauiphone5455,,,
1704,19,f,au,iphone,,0,,19fauiphone7793,,,
1705,19,f,au,iphone,,0,,19fauiphone9758,,,
1706,67,m,au,laptop,,0,,67maulaptop326,,,
1707,19,f,as,galaxy,,0,,19fasgalaxy8530,,,
1708,19,f,au,iphone,,0,,19fauiphone251,,,
1709,19,f,as,iphone,,0,,19fasiphone2259,,,
1710,20,m,au,otherphone,,0,,20mauotherphone8266,,,
1711,21,f,au,iphone,,0,,21fauiphone3613,,,
1712,21,f,au,otherphone,,0,,21fauotherphone6103,,,
1713,13,m,pnts,iphone,,0,,13mpntsiphone8528,,,
1714,22,m,au,galaxy,,0,,22maugalaxy6536,,,
1715,19,f,au,iphone,,0,,19fauiphone1653,,,
1716,18,f,au,iphone,,0,,18fauiphone4336,,,
1717,20,o,au,otherphone,,0,,20oauotherphone3271,,,
1718,22,f,au,otherphone,,0,,22fauotherphone912,,,
1719,24,f,au,galaxy,,0,,24faugalaxy7838,,,
1720,19,f,eu,iphone,,0,,19feuiphone3978,,,
1721,19,f,au,otherphone,,0,,19fauotherphone7476,,,
1722,24,f,as,pc,,0,,24faspc779,,,
1723,23,f,au,otherphone,,0,,23fauotherphone3116,,,
1724,23,m,au,otherphone,,0,,23mauotherphone9492,,,
1725,22,f,au,galaxy,,0,,22faugalaxy4284,,,
1726,23,f,au,galaxy,,0,,23faugalaxy6961,,,
1727,25,f,au,ipad,,0,,25fauipad3256,,,
1728,19,m,au,galaxy,,0,,19maugalaxy9089,,,
1729,39,f,au,iphone,,0,,39fauiphone3730,,,
1730,19,m,au,iphone,,0,,19mauiphone1941,,,
1731,19,m,au,iphone,,0,,19mauiphone2182,,,
1732,19,m,au,iphone,,0,,19mauiphone2344,,,
1733,19,m,au,iphone,,0,,19mauiphone7756,,,
1734,18,m,au,iphone,,0,,18mauiphone8034,,,
1735,19,pnts,au,iphone,,0,,19pntsauiphone4498,,,
1736,20,m,au,otherphone,,0,,20mauotherphone5690,,,
1737,21,m,au,iphone,,0,,21mauiphone7448,,,
1738,19,f,au,iphone,,0,,19fauiphone9291,,,
1739,24,m,au,galaxy,,0,,24maugalaxy1771,,,
1740,19,f,au,iphone,,0,,19fauiphone9497,,,
1741,18,m,au,iphone,,0,,18mauiphone5566,,,
1742,19,f,au,iphone,,0,,19fauiphone9400,,,
1743,19,m,au,laptop,,0,,19maulaptop6076,,,
1744,23,m,au,iphone,,0,,23mauiphone846,,,
1745,18,f,as,galaxy,,0,,18fasgalaxy4759,,,
1746,18,f,au,iphone,,0,,18fauiphone7487,,,
1747,25,f,au,otherphone,,0,,25fauotherphone4566,,,
1748,23,f,au,ipad,,0,,23fauipad8292,,,
1749,20,f,eu,pnts,,0,,20feupnts1794,,,
1750,22,f,au,galaxy,,0,,22faugalaxy4969,,,
1751,20,f,eu,pnts,,0,,20feupnts127,,,
1752,20,f,na,iphone,,0,,20fnaiphone5607,,,
1753,22,f,au,iphone,,0,,22fauiphone9954,,,
1754,25,f,au,galaxy,,0,,25faugalaxy2475,,,
1755,19,f,as,otherphone,,0,,19fasotherphone1390,,,
1756,19,f,au,iphone,,0,,19fauiphone877,,,
1757,22,f,au,galaxy,,0,,22faugalaxy361,,,
1758,15,f,au,iphone,,0,,15fauiphone5283,,,
1759,24,f,au,otherphone,,0,,24fauotherphone6472,,,
1760,28,f,au,pnts,,0,,28faupnts9095,,,
1761,21,m,au,galaxy,,0,,21maugalaxy8950,,,
1762,21,f,au,iphone,,0,,21fauiphone9773,,,
1763,24,f,au,iphone,,0,,24fauiphone750,,,
1764,19,f,au,iphone,,0,,19fauiphone2662,,,
1765,24,f,au,otherphone,,0,,24fauotherphone5853,,,
1766,19,f,au,iphone,,0,,19fauiphone6689,,,
1767,18,f,au,galaxy,,0,,18faugalaxy2880,,,
1768,23,f,au,galaxy,,0,,23faugalaxy5428,,,
1769,18,m,au,pixel,,0,,18maupixel9907,,,
1770,22,m,au,galaxy,,0,,22maugalaxy4479,,,
1771,23,f,au,iphone,,0,,23fauiphone8186,,,
1772,23,f,au,iphone,,0,,23fauiphone4679,,,
1773,24,f,au,iphone,,0,,24fauiphone5789,,,
1774,24,f,au,otherphone,,0,,24fauotherphone3406,,,
1775,19,f,au,iphone,,0,,19fauiphone4274,,,
1776,24,f,au,iphone,,0,,24fauiphone8750,,,
1777,21,f,au,galaxy,,0,,21faugalaxy371,,,
1778,18,f,au,iphone,,0,,18fauiphone6315,,,
1779,24,f,au,iphone,,0,,24fauiphone2568,,,
1780,25,f,au,iphone,,0,,25fauiphone5199,,,
1781,25,f,au,galaxy,,0,,25faugalaxy5031,,,
1782,19,f,au,iphone,,0,,19fauiphone8316,,,
1783,20,f,au,galaxy,,0,,20faugalaxy3768,,,
1784,21,f,au,iphone,,0,,21fauiphone2166,,,
1785,19,m,au,iphone,,0,,19mauiphone7650,,,
1786,20,f,au,galaxy,,0,,20faugalaxy3467,,,
1787,21,f,au,iphone,,0,,21fauiphone36,,,
1788,19,m,au,iphone,,0,,19mauiphone4499,,,
1789,21,o,au,iphone,,0,,21oauiphone4389,,,
1790,25,m,au,iphone,,0,,25mauiphone5715,,,
1791,25,m,as,otherphone,,0,,25masotherphone2620,,,
1792,19,f,au,iphone,,0,,19fauiphone9449,,,
1793,24,m,as,pixel,,0,,24maspixel1517,,,
1794,24,m,as,pixel,,0,,24maspixel7096,,,
1795,18,f,au,iphone,,0,,18fauiphone4945,,,
1796,18,f,au,otherphone,,0,,18fauotherphone1456,,,
1797,18,f,au,iphone,,0,,18fauiphone76,,,
1798,20,m,eu,laptop,,0,,20meulaptop6293,,,
1799,19,m,eu,laptop,,0,,19meulaptop961,,,
1800,19,f,au,iphone,,0,,19fauiphone2988,,,
1801,48,m,au,iphone,,0,,48mauiphone2514,,,
1802,18,f,au,otherphone,,0,,18fauotherphone957,,,
1803,21,m,au,iphone,,0,,21mauiphone2161,,,
1804,17,f,au,iphone,,0,,17fauiphone594,,,
1805,21,f,au,iphone,,0,,21fauiphone3148,,,
1806,18,m,au,pixel,,0,,18maupixel6461,,,
1807,19,f,au,iphone,,0,,19fauiphone8953,,,
1808,21,f,au,otherphone,,0,,21fauotherphone8640,,,
1809,25,f,au,iphone,,0,,25fauiphone7726,,,
1810,26,f,as,iphone,,0,,26fasiphone9362,,,
1811,23,f,na,iphone,,0,,23fnaiphone6870,,,
1812,18,m,au,iphone,,0,,18mauiphone2848,,,
1813,24,f,au,iphone,,0,,24fauiphone4781,,,
1814,23,m,au,iphone,,0,,23mauiphone8806,,,
1815,21,f,au,iphone,,0,,21fauiphone4748,,,
1816,23,m,au,galaxy,,0,,23maugalaxy9001,,,
1817,25,m,au,otherphone,,0,,25mauotherphone7474,,,
1818,22,m,au,pc,,0,,22maupc1262,,,
1819,18,f,au,iphone,,0,,18fauiphone4045,,,
1820,18,m,au,iphone,,0,,18mauiphone453,,,
1821,19,f,au,ipad,,0,,19fauipad9932,,,
1822,19,f,au,iphone,,0,,19fauiphone5879,,,
1823,25,f,au,iphone,,0,,25fauiphone4192,,,
1824,58,f,au,ipad,,0,,58fauipad7839,,,
1825,20,m,au,galaxy,,0,,20maugalaxy7896,,,
1826,24,m,au,iphone,,0,,24mauiphone2768,,,
1827,19,f,au,iphone,,0,,19fauiphone5544,,,
1828,20,f,au,otherphone,,0,,20fauotherphone1568,,,
1829,20,f,au,iphone,,0,,20fauiphone2199,,,
1830,18,f,au,iphone,,0,,18fauiphone6702,,,
1831,24,f,au,iphone,,0,,24fauiphone3426,,,
1832,23,f,au,iphone,,0,,23fauiphone9219,,,
1833,23,f,au,iphone,,0,,23fauiphone4879,,,
1834,23,m,au,iphone,,0,,23mauiphone3211,,,
1835,23,f,au,pc,,0,,23faupc4597,,,
1836,20,m,au,galaxy,,0,,20maugalaxy8774,,,
1837,24,m,nz,laptop,,0,,24mnzlaptop7893,,,
1838,20,m,au,otherphone,,0,,20mauotherphone3355,,,
1839,21,f,as,laptop,,0,,21faslaptop1904,,,
1840,19,f,au,otherphone,,0,,19fauotherphone1086,,,
1841,20,m,au,iphone,,0,,20mauiphone339,,,
1842,18,m,au,iphone,,0,,18mauiphone3128,,,
1843,24,f,au,iphone,,0,,24fauiphone4789,,,
1844,20,f,au,iphone,,0,,20fauiphone9036,,,
1845,19,m,au,ipad,,0,,19mauipad4980,,,
1846,21,f,au,galaxy,,0,,21faugalaxy3383,,,
1847,21,f,au,galaxy,,0,,21faugalaxy3374,,,
1848,23,f,au,iphone,,0,,23fauiphone6390,,,
1849,25,f,au,iphone,,0,,25fauiphone7054,,,
1850,19,f,au,iphone,,0,,19fauiphone797,,,
1851,25,f,au,ipad,,0,,25fauipad970,,,
1852,18,m,au,iphone,,0,,18mauiphone3425,,,
1853,19,m,au,galaxy,,0,,19maugalaxy9605,,,
1854,19,f,au,iphone,,0,,19fauiphone924,,,
1855,25,f,au,iphone,,0,,25fauiphone237,,,
1856,25,f,au,iphone,,0,,25fauiphone6677,,,
1857,25,f,me,galaxy,,0,,25fmegalaxy4729,,,
1858,19,f,au,galaxy,,0,,19faugalaxy7879,,,
1859,19,f,au,iphone,,0,,19fauiphone6561,,,
1860,22,m,au,laptop,,0,,22maulaptop3463,,,
1861,20,m,au,otherphone,,0,,20mauotherphone227,,,
1862,19,m,au,iphone,,0,,19mauiphone6510,,,
1863,25,f,nz,iphone,,0,,25fnziphone2185,,,
1864,24,f,au,otherphone,,0,,24fauotherphone5508,,,
1865,18,m,au,pc,,0,,18maupc8855,,,
1866,24,f,au,otherphone,,0,,24fauotherphone6029,,,
1867,21,f,au,galaxy,,0,,21faugalaxy8106,,,
1868,24,m,au,otherphone,,0,,24mauotherphone8610,,,
1869,23,f,au,pixel,,0,,23faupixel9396,,,
1870,24,m,au,otherphone,,0,,24mauotherphone2701,,,
1871,21,f,au,laptop,,0,,21faulaptop3039,,,
1872,19,f,au,iphone,,0,,19fauiphone620,,,
1873,20,m,au,iphone,,0,,20mauiphone978,,,
1874,24,f,au,galaxy,,0,,24faugalaxy7101,,,
1875,23,m,au,pc,,0,,23maupc2587,,,
1876,18,m,as,iphone,,0,,18masiphone331,,,
1877,18,m,au,otherphone,,0,,18mauotherphone4112,,,
1878,64,f,au,iphone,,0,,64fauiphone4836,,,
1879,24,m,au,otherphone,,0,,24mauotherphone8487,,,
1880,24,f,au,galaxy,,0,,24faugalaxy6752,,,
1881,20,m,au,iphone,,0,,20mauiphone7841,,,
1882,23,m,au,iphone,,0,,23mauiphone9258,,,
1883,23,f,au,iphone,,0,,23fauiphone274,,,
1884,18,f,au,iphone,,0,,18fauiphone1879,,,
1885,18,m,au,iphone,,0,,18mauiphone9072,,,
1886,22,f,au,pixel,,0,,22faupixel38,,,
1887,22,f,as,iphone,,0,,22fasiphone6887,,,
1888,21,m,au,pc,,0,,21maupc6642,,,
1889,22,m,au,pixel,,0,,22maupixel4461,,,
1890,22,m,au,pixel,,0,,22maupixel4327,,,
1891,25,f,au,iphone,,0,,25fauiphone3991,,,
1892,22,f,au,galaxy,,0,,22faugalaxy6554,,,
1893,19,f,as,galaxy,,0,,19fasgalaxy4581,,,
1894,19,m,au,iphone,,0,,19mauiphone6750,,,
1895,52,f,au,galaxy,,0,,52faugalaxy5798,,,
1896,18,f,as,galaxy,,0,,18fasgalaxy8955,,,
1897,24,m,au,galaxy,,0,,24maugalaxy6380,,,
1898,18,m,au,iphone,,0,,18mauiphone6073,,,
1899,25,f,au,laptop,,0,,25faulaptop960,,,
1900,25,f,au,galaxy,,0,,25faugalaxy5900,,,
1901,24,m,au,galaxy,,0,,24maugalaxy9135,,,
1902,22,f,au,galaxy,,0,,22faugalaxy1792,,,
1903,21,m,au,galaxy,,0,,21maugalaxy8869,,,
1904,25,f,au,iphone,,0,,25fauiphone8480,,,
1905,25,f,au,pc,,0,,25faupc4473,,,
1906,20,m,au,iphone,,0,,20mauiphone3855,,,
1907,25,f,au,iphone,,0,,25fauiphone7639,,,
1908,21,f,au,iphone,,0,,21fauiphone57,,,
1909,18,m,au,iphone,,0,,18mauiphone6973,,,
1910,21,m,au,ipad,,0,,21mauipad5486,,,
1911,17,m,au,iphone,,0,,17mauiphone460,,,
1912,23,pnts,pnts,pnts,,0,,23pntspntspnts5259,,,
1913,23,f,au,iphone,,0,,23fauiphone9097,,,
1914,21,f,au,otherphone,,0,,21fauotherphone6443,,,
1915,25,f,ca,iphone,,0,,25fcaiphone742,,,
1916,18,m,au,galaxy,,0,,18maugalaxy632,,,
1917,25,f,ca,iphone,,0,,25fcaiphone1473,,,
1918,23,m,au,pc,,0,,23maupc1762,,,
1919,21,m,au,galaxy,,0,,21maugalaxy2200,,,
1920,25,f,au,iphone,,0,,25fauiphone5472,,,
1921,19,pnts,au,iphone,,0,,19pntsauiphone197,,,
1922,22,m,au,otherphone,,0,,22mauotherphone5919,,,
